interaction_id,time_of_day,device,location
817,Evening,Desktop,Hyderabad
818,Morning,Tablet,Hyderabad
819,Morning,Mobile,Chennai
820,Evening,Desktop,Bangalore
821,Afternoon,Tablet,Chennai
822,Evening,Desktop,Mumbai
823,Evening,Mobile,Chennai
824,Night,Desktop,Hyderabad
825,Night,Tablet,Hyderabad
826,Afternoon,Tablet,Hyderabad
827,Evening,Desktop,Chennai
828,Evening,Desktop,Bangalore
829,Evening,Mobile,Delhi
830,Morning,Mobile,Mumbai
831,Night,Tablet,Bangalore
832,Night,Mobile,Chennai
833,Afternoon,Mobile,Mumbai
834,Night,Mobile,Hyderabad
835,Night,Mobile,Hyderabad
836,Afternoon,Desktop,Mumbai
837,Evening,Mobile,Delhi
838,Morning,Tablet,Chennai
839,Afternoon,Tablet,Chennai
840,Night,Mobile,Chennai
841,Afternoon,Mobile,Mumbai
842,Night,Desktop,Mumbai
843,Evening,Desktop,Hyderabad
844,Evening,Mobile,Hyderabad
845,Evening,Mobile,Chennai
846,Night,Mobile,Bangalore
847,Afternoon,Mobile,Mumbai
848,Night,Mobile,Mumbai
849,Evening,Desktop,Bangalore
850,Evening,Desktop,Hyderabad
851,Evening,Desktop,Bangalore
852,Night,Mobile,Chennai
853,Morning,Desktop,Hyderabad
854,Evening,Mobile,Chennai
855,Afternoon,Mobile,Chennai
856,Evening,Desktop,Mumbai
857,Night,Desktop,Delhi
858,Afternoon,Mobile,Bangalore
859,Night,Desktop,Hyderabad
860,Morning,Tablet,Hyderabad
861,Morning,Mobile,Mumbai
862,Night,Desktop,Bangalore
863,Evening,Tablet,Chennai
864,Afternoon,Desktop,Bangalore
865,Evening,Mobile,Mumbai
866,Night,Mobile,Delhi
867,Night,Mobile,Chennai
868,Evening,Mobile,Chennai
869,Afternoon,Desktop,Mumbai
870,Afternoon,Mobile,Hyderabad
871,Afternoon,Tablet,Hyderabad
872,Afternoon,Mobile,Delhi
873,Afternoon,Desktop,Bangalore
874,Morning,Mobile,Hyderabad
875,Morning,Mobile,Chennai
876,Night,Desktop,Hyderabad
877,Morning,Mobile,Bangalore
878,Afternoon,Mobile,Hyderabad
879,Afternoon,Mobile,Bangalore
880,Afternoon,Mobile,Mumbai
881,Night,Desktop,Delhi
882,Night,Tablet,Chennai
883,Evening,Mobile,Chennai
884,Morning,Mobile,Delhi
885,Morning,Desktop,Hyderabad
886,Evening,Tablet,Delhi
887,Evening,Tablet,Mumbai
888,Morning,Desktop,Delhi
889,Afternoon,Mobile,Mumbai
890,Morning,Mobile,Mumbai
891,Afternoon,Mobile,Hyderabad
892,Night,Mobile,Hyderabad
893,Morning,Desktop,Chennai
894,Morning,Desktop,Chennai
895,Night,Desktop,Hyderabad
896,Night,Mobile,Delhi
897,Night,Desktop,Mumbai
898,Night,Mobile,Mumbai
899,Night,Mobile,Bangalore
900,Evening,Mobile,Bangalore
901,Evening,Desktop,Mumbai
902,Night,Mobile,Chennai
903,Night,Desktop,Mumbai
904,Night,Mobile,Mumbai
905,Night,Mobile,Bangalore
906,Afternoon,Tablet,Hyderabad
907,Afternoon,Mobile,Mumbai
908,Night,Mobile,Hyderabad
909,Night,Mobile,Delhi
910,Morning,Tablet,Mumbai
911,Night,Mobile,Delhi
912,Night,Mobile,Bangalore
913,Evening,Mobile,Bangalore
914,Afternoon,Mobile,Mumbai
915,Night,Mobile,Hyderabad
916,Afternoon,Desktop,Bangalore
917,Afternoon,Desktop,Chennai
918,Morning,Mobile,Hyderabad
919,Afternoon,Desktop,Chennai
920,Afternoon,Desktop,Hyderabad
921,Night,Tablet,Delhi
922,Evening,Mobile,Hyderabad
923,Night,Mobile,Hyderabad
924,Night,Desktop,Mumbai
925,Evening,Mobile,Mumbai
926,Evening,Mobile,Hyderabad
927,Morning,Desktop,Bangalore
928,Evening,Mobile,Mumbai
929,Night,Mobile,Hyderabad
930,Evening,Mobile,Chennai
931,Evening,Desktop,Hyderabad
932,Evening,Mobile,Mumbai
933,Afternoon,Desktop,Delhi
934,Morning,Desktop,Hyderabad
935,Afternoon,Mobile,Bangalore
936,Afternoon,Mobile,Hyderabad
937,Morning,Mobile,Delhi
938,Afternoon,Desktop,Delhi
939,Evening,Mobile,Mumbai
940,Morning,Tablet,Mumbai
941,Afternoon,Mobile,Bangalore
942,Night,Mobile,Hyderabad
943,Afternoon,Mobile,Mumbai
944,Night,Desktop,Delhi
945,Evening,Mobile,Hyderabad
946,Night,Mobile,Bangalore
947,Afternoon,Desktop,Delhi
948,Afternoon,Mobile,Hyderabad
949,Afternoon,Mobile,Hyderabad
950,Morning,Desktop,Hyderabad
951,Morning,Desktop,Chennai
952,Afternoon,Mobile,Bangalore
953,Afternoon,Mobile,Bangalore
954,Evening,Desktop,Delhi
955,Morning,Mobile,Hyderabad
956,Morning,Desktop,Delhi
957,Morning,Mobile,Bangalore
958,Night,Mobile,Hyderabad
959,Afternoon,Mobile,Mumbai
960,Evening,Mobile,Hyderabad
961,Evening,Desktop,Hyderabad
962,Afternoon,Mobile,Delhi
963,Afternoon,Mobile,Bangalore
964,Evening,Tablet,Hyderabad
965,Night,Mobile,Chennai
966,Evening,Desktop,Delhi
967,Night,Tablet,Delhi
968,Night,Tablet,Chennai
969,Morning,Desktop,Mumbai
970,Afternoon,Mobile,Mumbai
971,Morning,Tablet,Mumbai
972,Night,Desktop,Bangalore
973,Evening,Desktop,Hyderabad
974,Morning,Mobile,Delhi
975,Evening,Tablet,Delhi
976,Night,Desktop,Bangalore
977,Evening,Desktop,Mumbai
978,Morning,Mobile,Delhi
979,Night,Mobile,Mumbai
980,Afternoon,Tablet,Mumbai
981,Morning,Mobile,Bangalore
982,Morning,Mobile,Delhi
983,Afternoon,Desktop,Hyderabad
984,Night,Mobile,Hyderabad
985,Afternoon,Mobile,Bangalore
986,Morning,Mobile,Mumbai
987,Night,Mobile,Bangalore
988,Evening,Mobile,Hyderabad
989,Morning,Mobile,Bangalore
990,Evening,Mobile,Mumbai
991,Afternoon,Desktop,Bangalore
992,Night,Tablet,Chennai
993,Afternoon,Mobile,Mumbai
994,Evening,Mobile,Hyderabad
995,Morning,Mobile,Bangalore
996,Night,Desktop,Hyderabad
997,Afternoon,Tablet,Bangalore
998,Evening,Mobile,Bangalore
999,Evening,Mobile,Delhi
1000,Morning,Desktop,Chennai
1001,Evening,Desktop,Mumbai
1002,Night,Mobile,Bangalore
1003,Evening,Desktop,Mumbai
1004,Morning,Desktop,Chennai
1005,Afternoon,Tablet,Bangalore
1006,Night,Mobile,Chennai
1007,Afternoon,Tablet,Chennai
1008,Afternoon,Mobile,Bangalore
1009,Evening,Desktop,Delhi
1010,Evening,Mobile,Bangalore
1011,Morning,Mobile,Hyderabad
1012,Evening,Desktop,Chennai
1013,Evening,Mobile,Delhi
1014,Afternoon,Mobile,Hyderabad
1015,Night,Mobile,Hyderabad
1016,Evening,Mobile,Mumbai
1017,Night,Mobile,Mumbai
1018,Evening,Tablet,Hyderabad
1019,Evening,Mobile,Bangalore
1020,Morning,Mobile,Hyderabad
1021,Evening,Mobile,Bangalore
1022,Morning,Mobile,Delhi
1023,Afternoon,Mobile,Hyderabad
1024,Night,Mobile,Bangalore
1025,Evening,Mobile,Hyderabad
1026,Morning,Mobile,Delhi
1027,Afternoon,Desktop,Chennai
1028,Evening,Desktop,Hyderabad
1029,Morning,Mobile,Bangalore
1030,Morning,Mobile,Hyderabad
1031,Afternoon,Desktop,Mumbai
1032,Evening,Mobile,Bangalore
1033,Evening,Tablet,Bangalore
1034,Night,Mobile,Delhi
1035,Evening,Mobile,Mumbai
1036,Morning,Desktop,Mumbai
1037,Night,Desktop,Bangalore
1038,Night,Mobile,Hyderabad
1039,Evening,Mobile,Hyderabad
1040,Night,Mobile,Mumbai
1041,Morning,Tablet,Chennai
1042,Morning,Desktop,Bangalore
1043,Afternoon,Mobile,Mumbai
1044,Morning,Mobile,Chennai
1045,Afternoon,Mobile,Chennai
1046,Night,Mobile,Bangalore
1047,Afternoon,Mobile,Bangalore
1048,Evening,Desktop,Bangalore
1049,Afternoon,Mobile,Mumbai
1050,Evening,Mobile,Bangalore
1051,Night,Desktop,Mumbai
1052,Afternoon,Mobile,Delhi
1053,Morning,Mobile,Delhi
1054,Evening,Mobile,Bangalore
1055,Night,Mobile,Mumbai
1056,Morning,Desktop,Hyderabad
1057,Evening,Desktop,Hyderabad
1058,Night,Mobile,Bangalore
1059,Night,Mobile,Bangalore
1060,Morning,Mobile,Hyderabad
1061,Night,Mobile,Bangalore
1062,Afternoon,Mobile,Delhi
1063,Night,Mobile,Hyderabad
1064,Evening,Mobile,Chennai
1065,Evening,Mobile,Chennai
1066,Evening,Desktop,Delhi
1067,Afternoon,Desktop,Mumbai
1068,Morning,Tablet,Bangalore
1069,Afternoon,Mobile,Mumbai
1070,Afternoon,Desktop,Delhi
1071,Afternoon,Desktop,Hyderabad
1072,Night,Tablet,Hyderabad
1073,Morning,Mobile,Bangalore
1074,Night,Desktop,Mumbai
1075,Afternoon,Mobile,Mumbai
1076,Evening,Desktop,Hyderabad
1077,Afternoon,Mobile,Bangalore
1078,Morning,Desktop,Chennai
1079,Evening,Desktop,Chennai
1080,Morning,Mobile,Bangalore
1081,Afternoon,Mobile,Chennai
1082,Morning,Mobile,Bangalore
1083,Night,Mobile,Chennai
1084,Evening,Mobile,Bangalore
1085,Morning,Mobile,Hyderabad
1086,Evening,Desktop,Bangalore
1087,Evening,Mobile,Hyderabad
1088,Afternoon,Desktop,Mumbai
1089,Afternoon,Desktop,Hyderabad
1090,Evening,Tablet,Chennai
1091,Morning,Desktop,Hyderabad
1092,Evening,Mobile,Bangalore
1093,Afternoon,Desktop,Mumbai
1094,Morning,Mobile,Delhi
1095,Evening,Tablet,Chennai
1096,Afternoon,Desktop,Mumbai
1097,Evening,Desktop,Bangalore
1098,Evening,Mobile,Bangalore
1099,Evening,Mobile,Delhi
1100,Morning,Desktop,Delhi
1101,Afternoon,Desktop,Delhi
1102,Afternoon,Mobile,Mumbai
1103,Night,Tablet,Bangalore
1104,Evening,Mobile,Chennai
1105,Evening,Desktop,Chennai
1106,Night,Desktop,Hyderabad
1107,Evening,Mobile,Chennai
1108,Morning,Mobile,Hyderabad
1109,Night,Desktop,Hyderabad
1110,Afternoon,Mobile,Hyderabad
1111,Evening,Mobile,Delhi
1112,Afternoon,Desktop,Hyderabad
1113,Evening,Desktop,Chennai
1114,Night,Mobile,Bangalore
1115,Afternoon,Mobile,Mumbai
1116,Evening,Mobile,Mumbai
1117,Morning,Desktop,Hyderabad
1118,Night,Mobile,Bangalore
1119,Evening,Desktop,Delhi
1120,Evening,Desktop,Hyderabad
1121,Evening,Mobile,Chennai
1122,Night,Mobile,Hyderabad
1123,Evening,Tablet,Hyderabad
1124,Evening,Mobile,Mumbai
1125,Afternoon,Desktop,Bangalore
1126,Afternoon,Tablet,Hyderabad
1127,Night,Tablet,Delhi
1128,Night,Mobile,Bangalore
1129,Morning,Mobile,Mumbai
1130,Evening,Tablet,Mumbai
1131,Afternoon,Desktop,Delhi
1132,Afternoon,Mobile,Hyderabad
1133,Evening,Mobile,Chennai
1134,Evening,Mobile,Hyderabad
1135,Night,Desktop,Chennai
1136,Morning,Mobile,Chennai
1137,Morning,Desktop,Chennai
1138,Night,Desktop,Chennai
1139,Night,Desktop,Delhi
1140,Afternoon,Desktop,Chennai
1141,Night,Desktop,Chennai
1142,Morning,Mobile,Chennai
1143,Afternoon,Mobile,Hyderabad
1144,Morning,Desktop,Mumbai
1145,Evening,Mobile,Delhi
1146,Morning,Mobile,Bangalore
1147,Afternoon,Mobile,Hyderabad
1148,Morning,Mobile,Chennai
1149,Afternoon,Desktop,Chennai
1150,Afternoon,Desktop,Hyderabad
1151,Night,Mobile,Mumbai
1152,Morning,Desktop,Bangalore
1153,Night,Mobile,Delhi
1154,Night,Desktop,Chennai
1155,Morning,Mobile,Bangalore
1156,Afternoon,Desktop,Delhi
1157,Evening,Mobile,Chennai
1158,Morning,Mobile,Hyderabad
1159,Night,Desktop,Delhi
1160,Night,Mobile,Mumbai
1161,Afternoon,Tablet,Mumbai
1162,Night,Desktop,Chennai
1163,Evening,Mobile,Mumbai
1164,Night,Desktop,Bangalore
1165,Afternoon,Mobile,Mumbai
1166,Morning,Mobile,Delhi
1167,Afternoon,Tablet,Chennai
1168,Night,Mobile,Chennai
1169,Afternoon,Desktop,Bangalore
1170,Night,Mobile,Hyderabad
1171,Afternoon,Desktop,Mumbai
1172,Morning,Mobile,Mumbai
1173,Night,Mobile,Chennai
1174,Evening,Tablet,Chennai
1175,Evening,Mobile,Hyderabad
1176,Evening,Desktop,Bangalore
1177,Evening,Mobile,Chennai
1178,Night,Mobile,Delhi
1179,Night,Desktop,Hyderabad
1180,Morning,Mobile,Delhi
1181,Afternoon,Mobile,Mumbai
1182,Night,Tablet,Hyderabad
1183,Evening,Desktop,Chennai
1184,Night,Mobile,Bangalore
1185,Evening,Mobile,Bangalore
1186,Morning,Desktop,Delhi
1187,Afternoon,Tablet,Delhi
1188,Night,Tablet,Mumbai
1189,Afternoon,Desktop,Bangalore
1190,Evening,Mobile,Chennai
1191,Evening,Tablet,Hyderabad
1192,Afternoon,Desktop,Hyderabad
1193,Morning,Mobile,Delhi
1194,Afternoon,Mobile,Delhi
1195,Afternoon,Mobile,Chennai
1196,Night,Desktop,Chennai
1197,Night,Mobile,Mumbai
1198,Evening,Mobile,Chennai
1199,Night,Mobile,Chennai
1200,Morning,Mobile,Delhi
1201,Morning,Mobile,Mumbai
1202,Morning,Desktop,Delhi
1203,Evening,Mobile,Mumbai
1204,Morning,Tablet,Hyderabad
1205,Morning,Desktop,Delhi
1206,Night,Tablet,Delhi
1207,Evening,Desktop,Chennai
1208,Afternoon,Mobile,Hyderabad
1209,Morning,Mobile,Mumbai
1210,Night,Mobile,Hyderabad
1211,Afternoon,Tablet,Delhi
1212,Morning,Mobile,Hyderabad
1213,Afternoon,Mobile,Delhi
1214,Afternoon,Desktop,Chennai
1215,Evening,Tablet,Hyderabad
1216,Evening,Desktop,Bangalore
1217,Morning,Desktop,Hyderabad
1218,Morning,Mobile,Bangalore
1219,Evening,Desktop,Hyderabad
1220,Morning,Mobile,Delhi
1221,Morning,Desktop,Chennai
1222,Evening,Mobile,Mumbai
1223,Afternoon,Mobile,Mumbai
1224,Morning,Tablet,Bangalore
1225,Night,Mobile,Bangalore
1226,Evening,Desktop,Bangalore
1227,Morning,Desktop,Mumbai
1228,Morning,Desktop,Delhi
1229,Evening,Mobile,Mumbai
1230,Night,Mobile,Hyderabad
1231,Night,Desktop,Chennai
1232,Evening,Desktop,Chennai
1233,Night,Mobile,Mumbai
1234,Morning,Mobile,Delhi
1235,Night,Mobile,Chennai
1236,Morning,Tablet,Bangalore
1237,Afternoon,Mobile,Chennai
1238,Night,Mobile,Bangalore
1239,Afternoon,Desktop,Bangalore
1240,Evening,Mobile,Bangalore
1241,Night,Tablet,Bangalore
1242,Morning,Mobile,Hyderabad
1243,Night,Mobile,Hyderabad
1244,Evening,Mobile,Delhi
1245,Evening,Mobile,Chennai
1246,Morning,Mobile,Mumbai
1247,Night,Mobile,Delhi
1248,Afternoon,Mobile,Bangalore
1249,Evening,Desktop,Mumbai
1250,Evening,Mobile,Bangalore
1251,Morning,Tablet,Hyderabad
1252,Night,Desktop,Chennai
1253,Afternoon,Mobile,Hyderabad
1254,Night,Mobile,Bangalore
1255,Night,Mobile,Delhi
1256,Afternoon,Mobile,Chennai
1257,Morning,Mobile,Delhi
1258,Evening,Mobile,Bangalore
1259,Morning,Desktop,Hyderabad
1260,Morning,Mobile,Mumbai
1261,Night,Mobile,Hyderabad
1262,Afternoon,Mobile,Bangalore
1263,Evening,Desktop,Bangalore
1264,Night,Mobile,Chennai
1265,Evening,Desktop,Chennai
1266,Night,Mobile,Mumbai
1267,Afternoon,Tablet,Bangalore
1268,Evening,Mobile,Hyderabad
1269,Evening,Tablet,Mumbai
1270,Morning,Desktop,Hyderabad
1271,Night,Mobile,Hyderabad
1272,Night,Mobile,Delhi
1273,Night,Mobile,Hyderabad
1274,Morning,Tablet,Bangalore
1275,Morning,Desktop,Bangalore
1276,Evening,Mobile,Mumbai
1277,Night,Mobile,Mumbai
1278,Night,Mobile,Chennai
1279,Evening,Desktop,Delhi
1280,Evening,Desktop,Delhi
1281,Evening,Mobile,Chennai
1282,Afternoon,Mobile,Chennai
1283,Afternoon,Mobile,Chennai
1284,Evening,Mobile,Chennai
1285,Morning,Mobile,Bangalore
1286,Morning,Mobile,Chennai
1287,Night,Mobile,Bangalore
1288,Afternoon,Tablet,Mumbai
1289,Afternoon,Desktop,Delhi
1290,Evening,Tablet,Bangalore
1291,Evening,Mobile,Bangalore
1292,Evening,Desktop,Chennai
1293,Evening,Desktop,Bangalore
1294,Evening,Mobile,Bangalore
1295,Morning,Mobile,Chennai
1296,Morning,Desktop,Hyderabad
1297,Evening,Tablet,Bangalore
1298,Morning,Mobile,Hyderabad
1299,Evening,Mobile,Chennai
1300,Evening,Desktop,Delhi
1301,Afternoon,Tablet,Bangalore
1302,Morning,Desktop,Mumbai
1303,Morning,Mobile,Delhi
1304,Afternoon,Mobile,Chennai
1305,Morning,Mobile,Delhi
1306,Afternoon,Desktop,Hyderabad
1307,Night,Desktop,Delhi
1308,Morning,Mobile,Hyderabad
1309,Evening,Mobile,Mumbai
1310,Afternoon,Tablet,Chennai
1311,Evening,Desktop,Hyderabad
1312,Evening,Tablet,Bangalore
1313,Morning,Mobile,Delhi
1314,Afternoon,Desktop,Bangalore
1315,Night,Desktop,Hyderabad
1316,Evening,Mobile,Chennai
1317,Evening,Tablet,Chennai
1318,Night,Mobile,Mumbai
1319,Afternoon,Desktop,Bangalore
1320,Morning,Tablet,Hyderabad
1321,Evening,Mobile,Bangalore
1322,Morning,Desktop,Bangalore
1323,Afternoon,Mobile,Chennai
1324,Night,Desktop,Mumbai
1325,Morning,Desktop,Hyderabad
1326,Afternoon,Desktop,Bangalore
1327,Morning,Desktop,Chennai
1328,Morning,Mobile,Hyderabad
1329,Evening,Mobile,Chennai
1330,Morning,Mobile,Chennai
1331,Evening,Desktop,Mumbai
1332,Afternoon,Mobile,Bangalore
1333,Afternoon,Desktop,Bangalore
1334,Evening,Mobile,Bangalore
1335,Night,Desktop,Chennai
1336,Morning,Mobile,Delhi
1337,Afternoon,Desktop,Mumbai
1338,Afternoon,Desktop,Chennai
1339,Night,Tablet,Bangalore
1340,Afternoon,Desktop,Delhi
1341,Evening,Desktop,Delhi
1342,Night,Tablet,Chennai
1343,Afternoon,Desktop,Delhi
1344,Night,Mobile,Chennai
1345,Night,Desktop,Hyderabad
1346,Afternoon,Desktop,Chennai
1347,Afternoon,Mobile,Hyderabad
1348,Afternoon,Desktop,Hyderabad
1349,Night,Desktop,Hyderabad
1350,Evening,Tablet,Chennai
1351,Evening,Tablet,Chennai
1352,Morning,Mobile,Hyderabad
1353,Afternoon,Mobile,Mumbai
1354,Evening,Mobile,Bangalore
1355,Morning,Mobile,Bangalore
1356,Morning,Desktop,Bangalore
1357,Afternoon,Mobile,Delhi
1358,Morning,Desktop,Delhi
1359,Evening,Desktop,Bangalore
1360,Morning,Desktop,Hyderabad
1361,Morning,Mobile,Mumbai
1362,Evening,Mobile,Mumbai
1363,Morning,Mobile,Chennai
1364,Morning,Mobile,Delhi
1365,Night,Tablet,Bangalore
1366,Morning,Desktop,Delhi
1367,Morning,Mobile,Delhi
1368,Night,Desktop,Bangalore
1369,Night,Mobile,Mumbai
1370,Night,Desktop,Chennai
1371,Afternoon,Mobile,Hyderabad
1372,Afternoon,Desktop,Delhi
1373,Evening,Mobile,Chennai
1374,Morning,Mobile,Chennai
1375,Evening,Mobile,Hyderabad
1376,Afternoon,Mobile,Mumbai
1377,Morning,Desktop,Delhi
1378,Morning,Mobile,Delhi
1379,Night,Desktop,Hyderabad
1380,Afternoon,Desktop,Chennai
1381,Morning,Desktop,Mumbai
1382,Night,Desktop,Hyderabad
1383,Morning,Mobile,Delhi
1384,Afternoon,Mobile,Bangalore
1385,Evening,Tablet,Bangalore
1386,Evening,Desktop,Chennai
1387,Morning,Desktop,Hyderabad
1388,Night,Desktop,Chennai
1389,Night,Mobile,Hyderabad
1390,Night,Desktop,Chennai
1391,Afternoon,Tablet,Delhi
1392,Evening,Mobile,Delhi
1393,Evening,Desktop,Hyderabad
1394,Morning,Mobile,Delhi
1395,Evening,Mobile,Chennai
1396,Night,Desktop,Hyderabad
1397,Afternoon,Desktop,Chennai
1398,Night,Desktop,Hyderabad
1399,Night,Tablet,Chennai
1400,Evening,Mobile,Delhi
1401,Afternoon,Desktop,Bangalore
1402,Afternoon,Mobile,Hyderabad
1403,Night,Mobile,Mumbai
1404,Morning,Mobile,Hyderabad
1405,Evening,Desktop,Chennai
1406,Morning,Mobile,Chennai
1407,Night,Desktop,Mumbai
1408,Evening,Desktop,Bangalore
1409,Morning,Mobile,Bangalore
1410,Morning,Desktop,Chennai
1411,Morning,Mobile,Chennai
1412,Evening,Mobile,Hyderabad
1413,Morning,Desktop,Mumbai
1414,Afternoon,Mobile,Chennai
1415,Night,Desktop,Chennai
1416,Evening,Desktop,Delhi
1417,Afternoon,Mobile,Delhi
1418,Morning,Desktop,Bangalore
1419,Night,Mobile,Bangalore
1420,Morning,Mobile,Mumbai
1421,Afternoon,Mobile,Mumbai
1422,Morning,Mobile,Hyderabad
1423,Evening,Mobile,Chennai
1424,Afternoon,Tablet,Bangalore
1425,Evening,Mobile,Chennai
1426,Night,Desktop,Hyderabad
1427,Evening,Mobile,Mumbai
1428,Evening,Mobile,Delhi
1429,Morning,Mobile,Bangalore
1430,Morning,Desktop,Bangalore
1431,Afternoon,Mobile,Hyderabad
1432,Night,Mobile,Hyderabad
1433,Afternoon,Mobile,Hyderabad
1434,Night,Desktop,Hyderabad
1435,Night,Mobile,Chennai
1436,Evening,Desktop,Chennai
1437,Morning,Mobile,Bangalore
1438,Night,Desktop,Bangalore
1439,Morning,Mobile,Bangalore
1440,Night,Mobile,Chennai
1441,Morning,Mobile,Delhi
1442,Afternoon,Tablet,Chennai
1443,Morning,Mobile,Delhi
1444,Evening,Tablet,Mumbai
1445,Night,Mobile,Chennai
1446,Evening,Mobile,Bangalore
1447,Night,Mobile,Chennai
1448,Evening,Mobile,Hyderabad
1449,Night,Tablet,Bangalore
1450,Morning,Desktop,Delhi
1451,Night,Desktop,Hyderabad
1452,Evening,Desktop,Delhi
1453,Evening,Mobile,Mumbai
1454,Night,Tablet,Bangalore
1455,Night,Mobile,Bangalore
1456,Afternoon,Desktop,Mumbai
1457,Afternoon,Mobile,Delhi
1458,Morning,Tablet,Chennai
1459,Morning,Desktop,Delhi
1460,Morning,Tablet,Mumbai
1461,Morning,Mobile,Chennai
1462,Morning,Mobile,Bangalore
1463,Night,Mobile,Delhi
1464,Afternoon,Desktop,Bangalore
1465,Night,Desktop,Chennai
1466,Afternoon,Mobile,Hyderabad
1467,Afternoon,Mobile,Hyderabad
1468,Evening,Mobile,Hyderabad
1469,Evening,Desktop,Hyderabad
1470,Afternoon,Mobile,Hyderabad
1471,Night,Desktop,Chennai
1472,Afternoon,Mobile,Bangalore
1473,Morning,Mobile,Mumbai
1474,Night,Tablet,Mumbai
1475,Night,Mobile,Chennai
1476,Afternoon,Mobile,Bangalore
1477,Morning,Mobile,Bangalore
1478,Afternoon,Mobile,Chennai
1479,Morning,Desktop,Delhi
1480,Night,Mobile,Mumbai
1481,Afternoon,Desktop,Bangalore
1482,Morning,Mobile,Chennai
1483,Evening,Desktop,Bangalore
1484,Night,Desktop,Hyderabad
1485,Night,Tablet,Bangalore
1486,Evening,Tablet,Chennai
1487,Morning,Mobile,Bangalore
1488,Night,Mobile,Bangalore
1489,Morning,Desktop,Mumbai
1490,Evening,Mobile,Mumbai
1491,Afternoon,Mobile,Hyderabad
1492,Night,Mobile,Bangalore
1493,Night,Mobile,Delhi
1494,Morning,Mobile,Hyderabad
1495,Night,Mobile,Hyderabad
1496,Afternoon,Mobile,Delhi
1497,Evening,Desktop,Chennai
1498,Night,Mobile,Delhi
1499,Evening,Tablet,Mumbai
1500,Morning,Mobile,Delhi
1501,Afternoon,Desktop,Bangalore
1502,Night,Mobile,Bangalore
1503,Evening,Mobile,Bangalore
1504,Afternoon,Mobile,Delhi
1505,Evening,Mobile,Mumbai
1506,Morning,Desktop,Chennai
1507,Afternoon,Desktop,Mumbai
1508,Afternoon,Mobile,Bangalore
1509,Morning,Mobile,Delhi
1510,Morning,Mobile,Chennai
1511,Night,Mobile,Bangalore
1512,Morning,Mobile,Bangalore
1513,Morning,Tablet,Mumbai
1514,Evening,Mobile,Bangalore
1515,Afternoon,Desktop,Mumbai
1516,Evening,Desktop,Hyderabad
1517,Morning,Desktop,Bangalore
1518,Night,Mobile,Bangalore
1519,Evening,Desktop,Hyderabad
1520,Evening,Desktop,Hyderabad
1521,Afternoon,Mobile,Hyderabad
1522,Afternoon,Mobile,Bangalore
1523,Afternoon,Tablet,Bangalore
1524,Night,Desktop,Hyderabad
1525,Night,Mobile,Chennai
1526,Morning,Mobile,Bangalore
1527,Morning,Mobile,Delhi
1528,Afternoon,Mobile,Chennai
1529,Evening,Mobile,Hyderabad
1530,Afternoon,Mobile,Mumbai
1531,Morning,Desktop,Chennai
1532,Evening,Desktop,Bangalore
1533,Morning,Desktop,Delhi
1534,Night,Mobile,Delhi
1535,Afternoon,Desktop,Bangalore
1536,Afternoon,Mobile,Hyderabad
1537,Evening,Mobile,Hyderabad
1538,Afternoon,Tablet,Hyderabad
1539,Morning,Mobile,Bangalore
1540,Morning,Mobile,Bangalore
1541,Night,Mobile,Chennai
1542,Morning,Mobile,Delhi
1543,Evening,Desktop,Mumbai
1544,Morning,Tablet,Hyderabad
1545,Night,Desktop,Hyderabad
1546,Night,Desktop,Bangalore
1547,Afternoon,Desktop,Bangalore
1548,Evening,Desktop,Delhi
1549,Morning,Mobile,Chennai
1550,Night,Tablet,Bangalore
1551,Morning,Mobile,Bangalore
1552,Night,Tablet,Chennai
1553,Afternoon,Mobile,Bangalore
1554,Night,Desktop,Delhi
1555,Afternoon,Desktop,Bangalore
1556,Evening,Tablet,Bangalore
1557,Morning,Desktop,Bangalore
1558,Morning,Mobile,Mumbai
1559,Afternoon,Mobile,Chennai
1560,Evening,Mobile,Mumbai
1561,Afternoon,Mobile,Bangalore
1562,Night,Mobile,Hyderabad
1563,Afternoon,Mobile,Chennai
1564,Evening,Mobile,Hyderabad
1565,Night,Tablet,Hyderabad
1566,Morning,Tablet,Bangalore
1567,Morning,Mobile,Bangalore
1568,Morning,Mobile,Bangalore
1569,Evening,Mobile,Bangalore
1570,Evening,Mobile,Bangalore
1571,Evening,Mobile,Delhi
1572,Evening,Mobile,Mumbai
1573,Evening,Mobile,Bangalore
1574,Night,Mobile,Mumbai
1575,Afternoon,Mobile,Delhi
1576,Morning,Mobile,Chennai
1577,Evening,Desktop,Chennai
1578,Morning,Desktop,Bangalore
1579,Evening,Mobile,Delhi
1580,Morning,Mobile,Chennai
1581,Afternoon,Mobile,Mumbai
1582,Morning,Mobile,Chennai
1583,Morning,Mobile,Mumbai
1584,Evening,Mobile,Hyderabad
1585,Night,Mobile,Delhi
1586,Night,Mobile,Bangalore
1587,Morning,Desktop,Chennai
1588,Night,Mobile,Hyderabad
1589,Afternoon,Mobile,Hyderabad
1590,Afternoon,Mobile,Chennai
1591,Night,Mobile,Mumbai
1592,Night,Desktop,Bangalore
1593,Afternoon,Desktop,Hyderabad
1594,Night,Mobile,Mumbai
1595,Night,Desktop,Hyderabad
1596,Evening,Desktop,Hyderabad
1597,Evening,Mobile,Mumbai
1598,Night,Mobile,Bangalore
1599,Night,Desktop,Hyderabad
